5568	3288	
6529	3822	
7739	6858	
6016	5453	
833	3178	
7251	1490	
10182	1138	
6950	2922	
661	8753	
4585	4798	
10572	2705	
9397	3566	
4727	9363	
10181	3231	
4472	1585	
791	6633	
4996	7584	
7266	8919	
9840	10201	
9490	5931	
4434	1706	
9582	2021	
5820	6813	
4403	4032	
2068	4636	
10257	10706	
4671	10632	
2523	654	
2763	9941	
3876	7760	
2596	8947	
5285	6556	
6830	468	
6995	9883	
5993	10789	
7101	6675	
2811	10106	
10211	3649	
583	5635	
2202	1918	
4907	9205	
1260	5700	
10903	518	
4796	8643	
7969	1065	
5383	6748	
478	6498	
8254	808	
9955	8150	
10408	9278	
4969	9498	
940	6697	
3559	1767	
10116	5514	
2129	10383	
2614	3198	
9311	9055	
6748	7518	
1720	5496	
9235	1375	
2133	9499	
1688	9206	
1634	1065	
6438	1866	
8967	3460	
9389	8429	
1005	5158	
2956	4952	
10147	6060	
8119	4899	
5248	10798	
2827	6622	
8139	10990	
4870	9086	
3183	1786	
10037	5079	
5522	5408	
3333	802	
4788	6741	
7786	468	
3293	697	
10750	10331	
7535	5331	
6961	654	
4203	10901	
7982	1528	
2327	3579	
4727	8136	
3949	10518	
1679	7616	
4207	503	
10757	4055	
2286	962	
8552	4045	
8937	7665	
350	6283	
946	5177	
10903	10301	
9413	8725	
854	5893	
3483	10462	
10407	8861	
5875	5532	
1195	2257	
9039	10131	
8553	6710	
2076	9116	
2904	4163	
2963	8311	
5855	5859	
1540	8626	
10413	4963	
10955	9585	
8308	7630	
467	1218	
9927	7275	
10382	10547	
3533	1343	
10374	6955	
5510	10725	
7614	10713	
4130	3575	
10986	7557	
3353	7823	
7989	177	
9909	5134	
4146	2524	
7291	10216	
2130	4475	
10041	275	
835	6796	
4313	9042	
10185	6232	
1075	7778	
782	8700	
9314	10048	
2374	6309	
9964	4220	
5742	2981	
3229	10183	
2258	7174	
5453	732	
621	2890	
309	862	
3755	237	
6194	5326	
9595	9120	
992	4735	
504	7594	
2879	6233	
4823	1900	
10387	6573	
458	9370	
2237	4891	
8355	6409	
8607	8150	
7020	4041	
10933	6753	
4451	4273	
6039	7905	
6780	7442	
9099	7446	
10214	7353	
1647	9934	
8399	4628	
4620	4368	
1811	10879	
1238	5674	
528	2435	
5544	3080	
2981	85	
2924	7762	
4905	8007	
8504	7496	
7119	2141	
8884	4052	
3055	3469	
1440	6964	
4000	1556	
139	4715	
8282	7793	
9278	7772	
2576	5681	
10950	3586	
2490	1926	
4672	9350	
2409	9772	
10615	8301	
9515	4610	
7946	917	
8206	425	
4113	4621	
4193	1357	
8965	9302	
7622	756	
3415	10178	
10484	4991	
3704	3184	
3129	373	
3392	2176	
8125	5199	
2283	10921	
8049	4291	
5461	2052	
10494	3112	
470	9309	
2739	7810	
1233	2222	
5934	9027	
8958	5648	
4731	8527	
5744	1703	
10626	2738	
5312	192	
8155	6784	
3088	10258	
10597	3360	
10108	2894	
9963	10822	
8162	4212	
4232	2659	
7970	6419	
7090	9900	
2929	1317	
8441	5100	
7312	10413	
7843	7647	
5441	1798	
2000	8956	
10209	2241	
10712	7493	
9097	4178	
8621	6166	
3758	7344	
6091	4040	
6617	1783	
7675	8689	
7217	5852	
2831	74	
7988	5196	
4800	10973	
893	10601	
9083	2456	
103	266	
2682	2562	
4399	10926	
870	3425	
9263	3773	
1706	8566	
2759	10763	
3331	7838	
3382	8874	
7732	1733	
5263	667	
7895	8985	
1623	648	
6621	6584	
10274	8137	
2646	6816	
5445	6025	
6675	4129	
4486	7548	
9976	7640	
6415	8671	
9216	6267	
5778	4148	
5665	4636	
9183	4033	
8487	460	
4808	3796	
7580	9685	
9005	3533	
4093	3755	
4051	1568	
10144	7288	
9408	9533	
6305	3692	
9794	7246	
9379	10022	
10581	9828	
3747	65	
3139	302	
8473	8645	
117	9336	
3760	9528	
2808	7252	
6573	8393	
2675	10855	
7068	6449	
5877	10434	
7893	8639	
2587	3820	
3046	3823	
527	6264	
2730	2870	
8564	10712	
6623	1252	
886	9198	
2653	9542	
7238	2811	
1962	4326	
5587	7486	
507	9306	
4332	9042	
4957	6775	
7434	9196	
4786	1903	
7507	3288	
5622	10958	
7569	8167	
1033	9628	
7185	8255	
6519	8560	
2719	5567	
2243	10906	
2398	3261	
7707	10355	
9669	6207	
6492	1636	
445	4258	
6837	3855	
2072	4346	
5642	10069	
8220	9598	
5471	8397	
8396	5999	
332	4742	
7527	9325	
5688	1057	
8185	2182	
6422	9846	
7576	2540	
6173	4122	
3746	1106	
4531	9282	
426	9851	
9769	6622	
7433	8558	
4145	2093	
10817	4386	
6227	984	
10852	7210	
2440	126	
4147	8558	
9478	820	
154	8550	
722	6150	
6089	9754	
4060	7759	
5550	7803	
8604	1609	
9142	5608	
5746	2057	
8394	2438	
7371	1650	
4958	8464	
5544	3684	
3925	9902	
6064	7065	
7992	8837	
2045	6204	
6725	5707	
10444	9974	
9612	8925	
5710	8262	
9101	6535	
2300	6740	
5293	10503	
8743	4827	
7648	5414	
1141	6801	
3736	2860	
4912	2076	
9979	7647	
6456	7538	
7043	1472	
7601	357	
7830	8370	
6343	6001	
8030	1039	
1045	6803	
1379	5633	
9638	8201	
7772	7762	
970	2432	
7589	705	
6666	8573	
259	2818	
4815	4452	
1562	10032	
3925	5270	
4143	3201	
317	4811	
5034	182	
2343	6492	
1282	7501	
2558	10555	
5669	1526	
10726	5537	
6479	3150	
2937	4508	
855	5555	
9670	8219	
4090	2213	
7555	1424	
1447	677	
3569	10801	
9017	7381	
8174	9482	
5203	5028	
3929	4210	
3557	868	
4597	512	
1101	2881	
8384	3643	
6233	1504	
9318	10467	
7625	1833	
7510	4575	
2369	10467	
6846	6892	
1652	1323	
9770	9630	
10068	8392	
10536	8286	
9438	4734	
4039	2481	
3019	9086	
7398	7736	
3912	10142	
9545	6593	
9791	3362	
6973	5058	
2998	5598	
1061	7557	
3830	10166	
2461	4172	
8350	1093	
10308	5794	
4829	1591	
9191	6220	
6223	6955	
6407	8770	
8583	4024	
5828	8334	
2970	8986	
1956	6944	
5548	801	
9596	8963	
4252	9631	
3255	9168	
8322	1652	
2404	1021	
9457	9128	
7881	8457	
4728	7780	
5470	9462	
9130	1917	
509	3220	
1933	5149	
2061	7046	
8312	872	
9973	10195	
9053	6713	
9573	7268	
9630	2039	
8089	2717	
1891	2903	
8479	3097	
4458	7743	
1207	10638	
5800	5563	
4722	1130	
507	1760	
1731	1177	
2530	499	
2531	108	
8876	6629	
3417	4416	
10965	3102	
5357	5256	
7495	2418	
2981	2711	
5413	2036	
1985	1342	
2507	3014	
1681	4494	
7537	10882	
4623	10811	
8550	4856	
2271	5790	
9562	5037	
3547	941	
10323	3428	
10386	10624	
8713	9308	
1048	2131	
9077	4389	
553	3723	
9724	5751	
3919	8959	
10473	5018	
2044	3605	
3976	7836	
7729	4749	
1528	1898	
7652	1958	
10536	8526	
6704	947	
3218	2977	
7806	1338	
1188	1654	
2962	4833	
4627	6387	
5345	9117	
426	4204	
2541	4664	
8905	8774	
1779	8350	
4865	3861	
6036	5757	
4979	4378	
2863	2230	
5872	10572	
3304	9604	
3475	5681	
7209	8280	
1067	8786	
174	8550	
10765	6945	
1471	5040	
10670	10663	
10447	190	
1989	9382	
2570	4238	
3959	3024	
3963	1533	
3068	4835	
2522	5170	
6671	3281	
6701	6139	
6644	4144	
7838	10255	
10241	1146	
9570	791	
6647	3410	
4113	9745	
8178	4236	
769	2291	
9091	6103	
5565	10897	
4031	8619	
755	9659	
9504	385	
851	4909	
5241	5747	
4884	5020	
5799	8752	
472	7074	
1043	9484	
1992	7559	
10852	5450	
3882	8468	
10674	8607	
7470	3125	
10869	4445	
625	7738	
3188	9800	
6600	2529	
3481	2944	
894	340	
7561	6092	
10520	7091	
3458	10255	
8206	8758	
469	7682	
6844	9922	
4618	9518	
8783	9989	
3323	1620	
1067	1070	
9033	6435	
5320	1398	
5738	4652	
7166	653	
3029	453	
133	2915	
10284	9505	
7639	4124	
8511	1361	
2769	8087	
250	6561	
4260	3203	
6028	3041	
8106	2935	
9080	3278	
10908	10628	
3729	2013	
8753	9904	
591	8891	
8968	9498	
9670	4556	
1198	7902	
1133	7262	
4427	116	
9884	4441	
7111	9073	
1334	2357	
2770	5993	
7086	2704	
8049	10934	
6726	10299	
10357	7706	
6811	2087	
6693	10270	
5844	6625	
9635	2869	
6362	8392	
2476	10600	
9897	6903	
10201	8238	
3563	7443	
1987	10487	
9990	9634	
2787	8997	
4324	1382	
10432	8216	
977	669	
10761	684	
8090	5878	
10730	50	
808	7826	
1059	10648	
9875	7325	
468	9605	
6059	10104	
10773	3309	
1890	10372	
7041	7605	
9542	764	
10475	3364	
7826	5759	
1841	9535	
7036	5521	
4805	10927	
225	9926	
3387	9736	
10613	8562	
8964	1737	
9863	3600	
8992	4739	
9672	1476	
8707	7799	
7388	10623	
5198	6361	
8673	8431	
7302	6275	
788	3840	
6954	7959	
3412	5899	
2349	6253	
6142	4866	
4708	9117	
7551	6053	
434	7986	
4776	10284	
2134	4020	
7979	3641	
1438	9991	
7388	10128	
1413	9357	
3307	279	
632	4037	
7142	6604	
1318	6038	
4228	1304	
6765	7028	
8724	4390	
2354	6469	
2715	6079	
2264	9569	
2300	2269	
2098	5660	
2817	8114	
691	10978	
7848	1412	
10458	4053	
6410	10951	
1772	4118	
6773	744	
10977	9526	
5504	7666	
8353	3039	
1615	6975	
7271	8716	
9356	10563	
7091	7937	
5805	1672	
4390	3289	
5174	5466	
5534	2818	
1475	6863	
2234	647	
4711	8501	
5639	8554	
2795	7711	
7080	5331	
1470	3157	
5492	2866	
8370	3976	
4361	2365	
9551	1455	
5527	7918	
4617	10456	
6272	1468	
4933	3654	
955	4821	
2585	3452	
5519	9229	
5361	4835	
5525	7533	
77	6734	
678	4131	
6007	4543	
10635	169	
9771	5309	
348	469	
3176	2189	
10368	7461	
6131	9938	
9995	284	
7258	267	
5966	1101	
4510	2783	
1975	5347	
4793	367	
1665	2763	
5415	8144	
7991	3552	
378	1083	
7794	7224	
7597	3091	
10715	2711	
9890	3451	
7977	8864	
3319	809	
4435	459	
9570	4995	
4226	1504	
2902	7180	
5214	10087	
4286	4515	
10321	8609	
10413	2433	
2088	326	
7072	10261	
8053	3788	
4452	805	
3202	8168	
7249	7403	
6280	10197	
10032	9450	
5573	5006	
329	8211	
10604	10097	
2884	104	
10302	10843	
4321	9060	
9303	9954	
2316	3862	
4564	3954	
352	3656	
3927	1983	
8460	8656	
8941	6436	
250	3738	
9927	903	
3468	3519	
8532	2113	
8482	8343	
8496	3845	
3342	367	
4989	6787	
881	1998	
4184	10114	
9430	2794	
9639	5800	
1100	8882	
2102	2855	
3545	5519	
2464	9599	
1817	1380	
7187	9057	
7414	1727	
3244	1151	
1833	10539	
1082	390	
1167	8507	
6118	325	
4472	245	
9024	10437	
8672	10993	
6605	6292	
2824	7013	
10772	4607	
3455	2190	
336	6804	
10369	3005	
5839	9058	
8842	8819	
3786	5925	
8892	4019	
9509	73	
9587	7491	
5358	3307	
6154	10493	
10242	2879	
1295	1536	
2803	1497	
2625	9198	
5606	675	
6202	7586	
192	7624	
9927	7681	
5313	1195	
9820	7218	
688	5687	
3300	2586	
438	3707	
10806	8800	
4528	5633	
2420	266	
3715	1156	
4973	9202	
9076	8916	
3954	1057	
3551	1192	
3950	10591	
941	134	
8110	5860	
1363	1889	
3048	8813	
813	7096	
5384	1774	
10329	5935	
3668	5152	
5072	332	
7121	6128	
903	3929	
1896	612	
572	7889	
7288	3442	
485	5816	
4079	4743	
7889	4075	
3211	4841	
10290	7881	
6546	3114	
362	3005	
2865	7793	
1090	2297	
8394	8663	
650	2432	
494	3794	
8370	9152	
1210	6193	
8967	5627	
8703	7213	
8890	7777	
9881	4984	
5090	1027	
161	3350	
10922	2246	
8614	8796	
4644	9721	
2294	6713	
6005	933	
7634	8983	
7930	2481	
3527	2638	
760	5223	
953	8470	
682	2159	
1306	9502	
1027	5109	
2192	6646	
683	8369	
6629	6821	
7558	9779	
7296	1952	
7680	6505	
992	8552	
2245	8695	
193	7487	
3165	1170	
591	10502	
3036	2289	
2207	1902	
8280	3896	
5813	4865	
1595	6922	
10304	10388	
3273	5906	
5714	452	
8331	982	
7228	10561	
8314	7953	
6422	7251	
8495	1492	
3587	472	
6894	2888	
6307	5264	
3532	1130	
1338	5453	
749	2115	
206	4106	
9720	4451	
3869	6678	
8415	8626	
4661	3773	
6565	8819	
6526	3196	
7412	1741	
7474	6151	
5807	9686	
1988	3832	
6842	4727	
1910	9294	
5386	2894	
5396	5472	
7726	4004	
6654	3284	
5948	3140	
620	1033	
265	9420	
5929	4469	
8104	2892	
2354	2892	
10164	1128	
304	4102	
9681	10139	
5584	9515	
716	4194	
76	8021	
2258	7530	
4363	2186	
10134	8143	
2883	3917	
9404	2218	
6839	2744	
10451	349	
3227	424	
8160	1582	
1404	717	
2333	6063	
4565	2333	
8616	10302	
8972	2260	
1311	1550	
4435	449	
6786	2016	
5858	2976	
4585	4327	
969	8543	
4660	2295	
6299	4904	
402	6105	
1255	1882	
3888	7598	
8240	8100	
5499	4397	
7636	8055	
4353	1843	
2090	10247	
5170	1198	
9532	7718	
8012	4814	
10980	7741	
5492	8937	
6403	6192	
5928	1353	
6653	140	
1248	5075	
7760	9911	
9966	8599	
498	6260	
6499	8999	
4626	5418	
7416	4142	
3471	5496	
9182	2239	
7846	6976	
6749	10591	
2327	3861	
2529	3648	
6302	10210	
8339	6915	
6231	10480	
4892	10312	
5306	3683	
5356	69	
6063	6938	
2720	5329	
7187	8849	
7049	3260	
5456	829	
4865	10837	
7354	3995	
4265	5279	
9838	8253	
5870	1633	
9933	5050	
10475	5201	
2598	8337	
4231	10636	
4594	6930	
6430	4076	
6801	10985	
8078	4022	
4266	2799	
10328	2015	
8479	447	
4118	6396	
5935	3634	
9124	4762	
3413	3552	
6711	7624	
5277	3604	
8866	7767	
3975	9562	
9263	8754	
2012	5343	
8466	4224	
7165	8309	
10609	68	
5692	826	
10976	4005	
5794	212	
1002	8903	
8487	1923	
4481	6781	
8711	10915	
382	3424	
74	1660	
8748	121	
4652	2623	
7287	1223	
6219	7560	
10250	10846	
10296	8515	
9390	7100	
6212	476	
1342	7377	
4683	4943	
6647	7378	
3230	8816	
1126	2578	
10426	6721	
7297	1622	
6438	502	
6791	1587	
9635	9725	
10499	9903	
372	2679	
6827	2328	
4916	10710	
7776	7701	
126	163	
558	4079	
1984	1877	
8355	5195	
3569	2223	
2197	4711	
8033	1766	
8771	6102	
3912	1277	
1069	2794	
5214	5360	
8472	4125	
4786	5538	
6481	10036	
7510	7955	
4267	3993	
8391	7729	
916	1387	
7931	3873	
305	2740	
6643	9282	
4946	2599	
6720	3655	
9497	7067	
2	8567	
9131	1889	
6235	6027	
10369	10302	
1426	1699	
80	3125	
587	821	
4932	4653	
9299	6467	
10540	8849	
7778	8647	
4454	5770	
985	4278	
4603	8886	
2091	8159	
7077	10850	
880	4959	
8085	12	
6884	2442	
9274	3078	
3591	2199	
1083	10487	
9445	9408	
10622	4572	
10517	829	
3345	1990	
7087	3404	
1917	10400	
7919	9975	
9258	9952	
1398	5707	
973	9935	
3335	8640	
7647	9919	
1119	4041	
5679	8200	
3134	3474	
2488	10350	
5922	1009	
3749	6227	
5890	10179	
10816	10061	
8576	1788	
1554	3619	
3120	4585	
2692	4881	
845	2726	
5157	430	
5283	1479	
6748	8918	
6375	8437	
2549	5065	
4762	7576	
9969	1247	
8820	875	
4981	3054	
8286	7889	
9477	5385	
264	9937	
10321	7959	
7104	10992	
10165	2822	
8828	4	
3527	1738	
6127	5289	
6866	5477	
4503	10874	
1431	1684	
8576	981	
2203	8748	
8897	7803	
2963	10824	
5811	938	
1307	8696	
8002	3697	
4119	7335	
1636	9592	
6017	5857	
9543	2370	
9633	4271	
3679	5816	
7147	7809	
7757	6227	
10961	5142	
5803	1573	
8961	2515	
8067	9596	
8122	10734	
6600	7748	
9264	8581	
5316	4560	
9479	344	
4824	4405	
6011	3680	
826	5795	
5502	4251	
9985	5273	
2019	3109	
4292	8244	
656	8195	
2952	10739	
9569	8407	
1816	5218	
3166	7252	
1423	2866	
2502	7405	
6265	6537	
8085	4670	
9911	8619	
3009	10366	
10065	10356	
9890	8952	
5590	10592	
4600	2252	
3607	6258	
3039	4879	
218	8533	
8077	1260	
8995	5066	
10540	8749	
10244	6591	
4650	7802	
1436	6472	
7965	6652	
7278	1109	
213	9247	
10696	7504	
5234	6450	
8540	9569	
5060	9500	
6268	7560	
6226	3373	
6958	7182	
266	9190	
9543	10464	
6270	1822	
6476	2400	
7672	3890	
5499	4690	
5868	8079	
3728	5929	
7916	4295	
7716	6475	
10553	8758	
10351	3736	
3428	8121	
2022	9362	
5085	10594	
3528	10889	
8955	10393	
8122	8910	
8962	3986	
2171	66	
1947	8103	
529	4618	
1605	7971	
6338	2881	
9001	1603	
183	9898	
8283	2936	
5466	6360	
8068	5445	
6977	3773	
4741	8505	
2315	8115	
4846	7714	
4071	10682	
2588	3247	
7804	463	
2889	10455	
2658	6269	
3340	2995	
5943	2714	
2650	2317	
4334	9721	
5301	9284	
3994	2047	
4816	10477	
6585	3540	
5821	10568	
4011	5256	
965	2451	
8762	8480	
8479	8967	
2107	9428	
1308	5661	
10386	4230	
5494	6932	
5372	3696	
2617	323	
2389	10858	
2114	5933	
2811	8240	
7332	7358	
2090	10388	
8049	6200	
3613	9509	
5941	8546	
6982	1187	
3710	5390	
4381	9061	
9248	7686	
4677	753	
9478	8658	
10300	9104	
8491	5488	
3025	4459	
9766	576	
10575	4790	
9755	2787	
3672	2600	
9766	10568	
1661	2908	
3106	6058	
10473	5087	
8336	4634	
5966	8726	
8403	916	
4367	3635	
4456	232	
516	10907	
635	5656	
10316	8184	
8741	10241	
2133	22	
4042	8768	
519	3492	
9254	6250	
2318	6890	
5384	9599	
494	377	
118	804	
4193	10330	
6584	8404	
540	10967	
5049	859	
3624	6912	
815	631	
6035	9748	
8988	3555	
9287	973	
1789	385	
10427	4061	
1999	2827	
7285	6098	
2346	3078	
9729	10484	
7598	763	
3979	2175	
4594	7979	
10624	5034	
5891	3247	
9267	6090	
8041	1537	
3139	10483	
1646	115	
2665	3069	
2847	10770	
8848	5887	
4933	942	
2845	4362	
5885	8969	
8334	7444	
6235	3953	
9471	9320	
2806	7828	
8271	2191	
4140	10895	
7865	6829	
10270	4763	
7310	10626	
4079	8228	
4256	5819	
5374	9399	
9002	3028	
1130	392	
8747	10549	
7701	1142	
9433	4326	
4713	1523	
2226	9872	
7728	2955	
493	7426	
6352	5672	
